event_id,p_spot,p_track,p_worm,x_coord,y_coord,width,length,azwidth
238700646,0.000355079,0.923418283,0.075709149,732,1015,2.885349791,17.40718923,284.8160279
238718706,6.52E-06,0.897034347,0.102954961,123,878,0.852017082,4.020023128,15.99216074
238722745,2.01E-07,0.999607146,0.000392661,380,339,0.674208768,33.13415702,1097.494662
238768647,4.58E-05,0.990915477,0.009028598,1214,1808,0.529024076,8.08625106,65.37003943
238769737,2.73E-05,0.988819301,0.011137257,460,738,0.778355084,8.36936513,69.63802133
238771986,4.49E-05,0.977290571,0.022458022,2264,170,0.466740341,16.65025028,275.4702352
238779752,0.000597016,0.92555666,0.073819466,145,1719,0.682484959,14.32263888,205.0200006
238786128,0.001216386,0.921661973,0.077085987,372,1751,0.85968824,6.154693054,36.04729895
238824441,1.14E-05,0.929590106,0.070383005,2000,1025,6.011246671,751.2228584,564335.1152
238833496,4.21E-05,0.945376039,0.054488279,213,1582,0.732752418,12.61839384,157.7355398
238835688,6.47E-05,0.921800554,0.078092597,872,1869,0.504007324,4.591401874,21.03495932
238866853,6.62E-05,0.981048107,0.018810829,1996,199,0.556582301,9.435665449,88.16436376
238876347,4.84E-07,0.992989063,0.007009862,1433,1524,0.598694432,5.485891434,29.91727117
238878943,1.38E-07,0.998073459,0.001925845,1394,1344,0.551271486,5.778744708,18.03112665
238898797,1.55E-05,0.983830035,0.016129725,1188,1529,0.269712452,4.222091882,17.80675942
238900651,0.003560612,0.888174355,0.106807567,2364,948,0.420491947,2.650681024,7.003650174
238902152,4.02E-06,0.997589588,0.002392286,1863,1808,0.574276384,20.15267163,405.8976253
238903147,6.10E-06,0.996090829,0.003901557,1664,119,0.549859632,3.693005395,13.34965222
238917086,3.76E-06,0.996340513,0.003652334,2499,736,0.513771745,3.03450316,8.708574245
238921802,6.18E-06,0.990079761,0.009897866,571,815,2.450445838,189.4470235,35889.05641
238940591,4.47E-07,0.984867513,0.015126257,1527,1474,0.385032087,4.808592535,22.41794334
238955220,1.07E-06,0.996852696,0.003145312,1692,111,1.488401313,24.03890062,577.0487007
238958364,7.67E-07,0.994086027,0.005912092,1628,429,0.578818153,2.913359974,6.381307394
238964684,5.17E-05,0.979977787,0.019963576,1748,1364,0.853934538,249.9540858,62468.5572
238971540,2.77E-06,0.955254138,0.044739261,650,456,0.62668469,115.7922615,13407.5545
238973218,7.87E-08,0.998411298,0.001588092,3034,2240,0.661871809,4.200817562,17.58753284
238999140,0.001811302,0.88428551,0.111296467,3187,312,1.585598147,17.5636787,308.2481955
239001760,0.000978642,0.896079004,0.102827586,591,1136,0.46382335,4.863637586,23.64384226
239006535,1.21E-05,0.982947052,0.017038871,730,44,0.577479022,3.232686598,9.212653967
239009689,1.93E-05,0.96582365,0.034059785,1127,1672,0.466812684,4.223730214,17.64605997
239030329,0.000911304,0.88115567,0.115832098,2519,1683,0.572061181,18.44523565,340.2206756
239030591,1.69E-05,0.810986996,0.188993931,2463,1536,0.884556063,9.348489041,87.15443842
